state,date,sex,age,ethnicity,population
Sabah,2022-01-01,both,30-34,bumi_other,181.4
Sabah,2022-01-01,both,30-34,chinese,20.4
Sabah,2022-01-01,both,30-34,indian,0.5
Sabah,2022-01-01,both,30-34,other_citizen,3.7
Sabah,2022-01-01,both,30-34,other_noncitizen,74.0
Sabah,2022-01-01,both,35-39,overall,280.7
Sabah,2022-01-01,both,35-39,bumi_malay,27.8
Sabah,2022-01-01,both,35-39,bumi_other,169.9
Sabah,2022-01-01,both,35-39,chinese,21.1
Sabah,2022-01-01,both,35-39,indian,0.5
Sabah,2022-01-01,both,35-39,other_citizen,3.6
Sabah,2022-01-01,both,35-39,other_noncitizen,57.8
Sabah,2022-01-01,both,40-44,overall,213.8
Sabah,2022-01-01,both,40-44,bumi_malay,20.2
Sabah,2022-01-01,both,40-44,bumi_other,132.8
Sabah,2022-01-01,both,40-44,chinese,18.2
Sabah,2022-01-01,both,40-44,indian,0.4
Sabah,2022-01-01,both,40-44,other_citizen,3.5
Sabah,2022-01-01,both,40-44,other_noncitizen,38.8
Sabah,2022-01-01,both,45-49,overall,158.3
Sabah,2022-01-01,both,45-49,bumi_malay,14.5
Sabah,2022-01-01,both,45-49,bumi_other,101.6
Sabah,2022-01-01,both,45-49,chinese,15.0
Sabah,2022-01-01,both,45-49,indian,0.3
Sabah,2022-01-01,both,45-49,other_citizen,2.4
Sabah,2022-01-01,both,45-49,other_noncitizen,24.6
Sabah,2022-01-01,both,50-54,overall,132.6
Sabah,2022-01-01,both,50-54,bumi_malay,11.6
Sabah,2022-01-01,both,50-54,bumi_other,89.4
Sabah,2022-01-01,both,50-54,chinese,13.9
Sabah,2022-01-01,both,50-54,indian,0.2
Sabah,2022-01-01,both,50-54,other_citizen,2.1
Sabah,2022-01-01,both,50-54,other_noncitizen,15.4
Sabah,2022-01-01,both,55-59,overall,109.6
Sabah,2022-01-01,both,55-59,bumi_malay,10.1
Sabah,2022-01-01,both,55-59,bumi_other,75.2
Sabah,2022-01-01,both,55-59,chinese,14.0
Sabah,2022-01-01,both,55-59,indian,0.2
Sabah,2022-01-01,both,55-59,other_citizen,1.7
Sabah,2022-01-01,both,55-59,other_noncitizen,8.5
Sabah,2022-01-01,both,60-64,overall,88.4
Sabah,2022-01-01,both,60-64,bumi_malay,7.1
Sabah,2022-01-01,both,60-64,bumi_other,61.8
Sabah,2022-01-01,both,60-64,chinese,12.9
Sabah,2022-01-01,both,60-64,indian,0.2
Sabah,2022-01-01,both,60-64,other_citizen,1.3
Sabah,2022-01-01,both,60-64,other_noncitizen,5.2
Sabah,2022-01-01,both,65-69,overall,89.6
Sabah,2022-01-01,both,65-69,bumi_malay,7.9
Sabah,2022-01-01,both,65-69,bumi_other,53.4
Sabah,2022-01-01,both,65-69,chinese,8.2
Sabah,2022-01-01,both,65-69,indian,0.2
Sabah,2022-01-01,both,65-69,other_citizen,1.0
Sabah,2022-01-01,both,65-69,other_noncitizen,18.9
Sabah,2022-01-01,both,70-74,overall,52.3
Sabah,2022-01-01,both,70-74,bumi_malay,5.4
Sabah,2022-01-01,both,70-74,bumi_other,33.0
Sabah,2022-01-01,both,70-74,chinese,4.4
Sabah,2022-01-01,both,70-74,indian,0.1
Sabah,2022-01-01,both,70-74,other_citizen,0.7
Sabah,2022-01-01,both,70-74,other_noncitizen,8.7
Sabah,2022-01-01,both,75-79,overall,29.9
Sabah,2022-01-01,both,75-79,bumi_malay,3.0
Sabah,2022-01-01,both,75-79,bumi_other,19.5
Sabah,2022-01-01,both,75-79,chinese,2.7
Sabah,2022-01-01,both,75-79,indian,0.1
Sabah,2022-01-01,both,75-79,other_citizen,0.4
Sabah,2022-01-01,both,75-79,other_noncitizen,4.4
Sabah,2022-01-01,both,80-84,overall,15.9
Sabah,2022-01-01,both,80-84,bumi_malay,0.6
Sabah,2022-01-01,both,80-84,bumi_other,11.2
Sabah,2022-01-01,both,80-84,chinese,1.0
Sabah,2022-01-01,both,80-84,indian,0.0
Sabah,2022-01-01,both,80-84,other_citizen,0.2
Sabah,2022-01-01,both,80-84,other_noncitizen,2.8
Sabah,2022-01-01,both,85+,overall,13.9
Sabah,2022-01-01,both,85+,bumi_malay,0.3
Sabah,2022-01-01,both,85+,bumi_other,9.0
Sabah,2022-01-01,both,85+,chinese,0.2
Sabah,2022-01-01,both,85+,indian,0.0
Sabah,2022-01-01,both,85+,other_citizen,0.1
Sabah,2022-01-01,both,85+,other_noncitizen,4.2
Sabah,2022-01-01,female,overall,overall,1635.9
Sabah,2022-01-01,female,overall,bumi_malay,138.3
Sabah,2022-01-01,female,overall,bumi_other,1013.1
Sabah,2022-01-01,female,overall,chinese,116.4
Sabah,2022-01-01,female,overall,indian,2.6
Sabah,2022-01-01,female,overall,other_citizen,20.7
Sabah,2022-01-01,female,overall,other_noncitizen,344.8
Sabah,2022-01-01,female,0-4,overall,130.9
Sabah,2022-01-01,female,0-4,bumi_malay,16.2
Sabah,2022-01-01,female,0-4,bumi_other,73.6
Sabah,2022-01-01,female,0-4,chinese,4.7
Sabah,2022-01-01,female,0-4,indian,0.2
Sabah,2022-01-01,female,0-4,other_citizen,2.2
Sabah,2022-01-01,female,0-4,other_noncitizen,34.1
Sabah,2022-01-01,female,5-9,overall,137.3
Sabah,2022-01-01,female,5-9,bumi_malay,13.8
Sabah,2022-01-01,female,5-9,bumi_other,80.5
Sabah,2022-01-01,female,5-9,chinese,8.2
Sabah,2022-01-01,female,5-9,indian,0.3
Sabah,2022-01-01,female,5-9,other_citizen,1.8
Sabah,2022-01-01,female,5-9,other_noncitizen,32.8
Sabah,2022-01-01,female,10-14,overall,146.8
Sabah,2022-01-01,female,10-14,bumi_malay,13.3
Sabah,2022-01-01,female,10-14,bumi_other,95.5
Sabah,2022-01-01,female,10-14,chinese,12.9
Sabah,2022-01-01,female,10-14,indian,0.3
Sabah,2022-01-01,female,10-14,other_citizen,1.8
Sabah,2022-01-01,female,10-14,other_noncitizen,23.2
Sabah,2022-01-01,female,15-19,overall,163.8
Sabah,2022-01-01,female,15-19,bumi_malay,15.2
Sabah,2022-01-01,female,15-19,bumi_other,97.7
Sabah,2022-01-01,female,15-19,chinese,10.1
Sabah,2022-01-01,female,15-19,indian,0.3
Sabah,2022-01-01,female,15-19,other_citizen,1.5
Sabah,2022-01-01,female,15-19,other_noncitizen,39.0
Sabah,2022-01-01,female,20-24,overall,165.7
Sabah,2022-01-01,female,20-24,bumi_malay,12.5
Sabah,2022-01-01,female,20-24,bumi_other,93.4
Sabah,2022-01-01,female,20-24,chinese,8.5
Sabah,2022-01-01,female,20-24,indian,0.2
Sabah,2022-01-01,female,20-24,other_citizen,1.5
Sabah,2022-01-01,female,20-24,other_noncitizen,49.5
Sabah,2022-01-01,female,25-29,overall,172.7
Sabah,2022-01-01,female,25-29,bumi_malay,8.3
Sabah,2022-01-01,female,25-29,bumi_other,98.4
Sabah,2022-01-01,female,25-29,chinese,9.8
Sabah,2022-01-01,female,25-29,indian,0.2
Sabah,2022-01-01,female,25-29,other_citizen,1.7
Sabah,2022-01-01,female,25-29,other_noncitizen,54.3
Sabah,2022-01-01,female,30-34,overall,148.1
Sabah,2022-01-01,female,30-34,bumi_malay,11.5
Sabah,2022-01-01,female,30-34,bumi_other,94.9
Sabah,2022-01-01,female,30-34,chinese,9.9
Sabah,2022-01-01,female,30-34,indian,0.3
Sabah,2022-01-01,female,30-34,other_citizen,1.9
Sabah,2022-01-01,female,30-34,other_noncitizen,29.6
Sabah,2022-01-01,female,35-39,overall,135.2
Sabah,2022-01-01,female,35-39,bumi_malay,11.5
Sabah,2022-01-01,female,35-39,bumi_other,87.3
Sabah,2022-01-01,female,35-39,chinese,10.2
Sabah,2022-01-01,female,35-39,indian,0.2
Sabah,2022-01-01,female,35-39,other_citizen,1.8
Sabah,2022-01-01,female,35-39,other_noncitizen,24.2
Sabah,2022-01-01,female,40-44,overall,102.0
Sabah,2022-01-01,female,40-44,bumi_malay,8.2
Sabah,2022-01-01,female,40-44,bumi_other,67.1
Sabah,2022-01-01,female,40-44,chinese,8.5
Sabah,2022-01-01,female,40-44,indian,0.2
Sabah,2022-01-01,female,40-44,other_citizen,1.8
Sabah,2022-01-01,female,40-44,other_noncitizen,16.2
Sabah,2022-01-01,female,45-49,overall,76.4
Sabah,2022-01-01,female,45-49,bumi_malay,5.9
Sabah,2022-01-01,female,45-49,bumi_other,52.4
Sabah,2022-01-01,female,45-49,chinese,6.9
Sabah,2022-01-01,female,45-49,indian,0.1
Sabah,2022-01-01,female,45-49,other_citizen,1.2
Sabah,2022-01-01,female,45-49,other_noncitizen,9.8
Sabah,2022-01-01,female,50-54,overall,63.4
Sabah,2022-01-01,female,50-54,bumi_malay,4.3
Sabah,2022-01-01,female,50-54,bumi_other,45.3
Sabah,2022-01-01,female,50-54,chinese,6.5
Sabah,2022-01-01,female,50-54,indian,0.1
Sabah,2022-01-01,female,50-54,other_citizen,1.0
Sabah,2022-01-01,female,50-54,other_noncitizen,6.2
Sabah,2022-01-01,female,55-59,overall,52.8
Sabah,2022-01-01,female,55-59,bumi_malay,3.8
Sabah,2022-01-01,female,55-59,bumi_other,37.9
Sabah,2022-01-01,female,55-59,chinese,6.3
Sabah,2022-01-01,female,55-59,indian,0.1
Sabah,2022-01-01,female,55-59,other_citizen,0.7
Sabah,2022-01-01,female,55-59,other_noncitizen,3.9
Sabah,2022-01-01,female,60-64,overall,41.4
Sabah,2022-01-01,female,60-64,bumi_malay,2.7
Sabah,2022-01-01,female,60-64,bumi_other,30.1
Sabah,2022-01-01,female,60-64,chinese,5.7
Sabah,2022-01-01,female,60-64,indian,0.1
Sabah,2022-01-01,female,60-64,other_citizen,0.6
Sabah,2022-01-01,female,60-64,other_noncitizen,2.2
Sabah,2022-01-01,female,65-69,overall,43.3
Sabah,2022-01-01,female,65-69,bumi_malay,4.6
Sabah,2022-01-01,female,65-69,bumi_other,24.7
Sabah,2022-01-01,female,65-69,chinese,3.8
Sabah,2022-01-01,female,65-69,indian,0.1
Sabah,2022-01-01,female,65-69,other_citizen,0.4
Sabah,2022-01-01,female,65-69,other_noncitizen,9.7
Sabah,2022-01-01,female,70-74,overall,25.7
Sabah,2022-01-01,female,70-74,bumi_malay,3.6
Sabah,2022-01-01,female,70-74,bumi_other,15.7
Sabah,2022-01-01,female,70-74,chinese,2.2
Sabah,2022-01-01,female,70-74,indian,0.0
Sabah,2022-01-01,female,70-74,other_citizen,0.3
Sabah,2022-01-01,female,70-74,other_noncitizen,3.9
Sabah,2022-01-01,female,75-79,overall,15.3
Sabah,2022-01-01,female,75-79,bumi_malay,2.2
Sabah,2022-01-01,female,75-79,bumi_other,9.5
Sabah,2022-01-01,female,75-79,chinese,1.3
Sabah,2022-01-01,female,75-79,indian,0.0
Sabah,2022-01-01,female,75-79,other_citizen,0.2
Sabah,2022-01-01,female,75-79,other_noncitizen,2.1
Sabah,2022-01-01,female,80-84,overall,8.4
Sabah,2022-01-01,female,80-84,bumi_malay,0.4
Sabah,2022-01-01,female,80-84,bumi_other,5.5
Sabah,2022-01-01,female,80-84,chinese,0.6
Sabah,2022-01-01,female,80-84,indian,0.0
Sabah,2022-01-01,female,80-84,other_citizen,0.1
Sabah,2022-01-01,female,80-84,other_noncitizen,1.8
Sabah,2022-01-01,female,85+,overall,6.6
Sabah,2022-01-01,female,85+,bumi_malay,0.2
Sabah,2022-01-01,female,85+,bumi_other,3.8
Sabah,2022-01-01,female,85+,chinese,0.1
Sabah,2022-01-01,female,85+,indian,0.0
Sabah,2022-01-01,female,85+,other_citizen,0.1
Sabah,2022-01-01,female,85+,other_noncitizen,2.4
Sabah,2022-01-01,male,overall,overall,1779.1
Sabah,2022-01-01,male,overall,bumi_malay,177.8
Sabah,2022-01-01,male,overall,bumi_other,1027.2
Sabah,2022-01-01,male,overall,chinese,129.8
Sabah,2022-01-01,male,overall,indian,3.3
Sabah,2022-01-01,male,overall,other_citizen,21.6
Sabah,2022-01-01,male,overall,other_noncitizen,419.3
Sabah,2022-01-01,male,0-4,overall,141.7
Sabah,2022-01-01,male,0-4,bumi_malay,17.6
Sabah,2022-01-01,male,0-4,bumi_other,80.6
Sabah,2022-01-01,male,0-4,chinese,4.9
Sabah,2022-01-01,male,0-4,indian,0.2
Sabah,2022-01-01,male,0-4,other_citizen,2.4
Sabah,2022-01-01,male,0-4,other_noncitizen,36.0
Sabah,2022-01-01,male,5-9,overall,148.8
Sabah,2022-01-01,male,5-9,bumi_malay,15.4
Sabah,2022-01-01,male,5-9,bumi_other,87.4
Sabah,2022-01-01,male,5-9,chinese,9.1
Sabah,2022-01-01,male,5-9,indian,0.3
Sabah,2022-01-01,male,5-9,other_citizen,1.8
Sabah,2022-01-01,male,5-9,other_noncitizen,34.9
Sabah,2022-01-01,male,10-14,overall,150.3
Sabah,2022-01-01,male,10-14,bumi_malay,14.3
Sabah,2022-01-01,male,10-14,bumi_other,96.4
Sabah,2022-01-01,male,10-14,chinese,13.9
Sabah,2022-01-01,male,10-14,indian,0.3
Sabah,2022-01-01,male,10-14,other_citizen,1.9
Sabah,2022-01-01,male,10-14,other_noncitizen,23.5
Sabah,2022-01-01,male,15-19,overall,189.2
Sabah,2022-01-01,male,15-19,bumi_malay,22.0
Sabah,2022-01-01,male,15-19,bumi_other,105.0
Sabah,2022-01-01,male,15-19,chinese,11.9
Sabah,2022-01-01,male,15-19,indian,0.3
Sabah,2022-01-01,male,15-19,other_citizen,1.7
Sabah,2022-01-01,male,15-19,other_noncitizen,48.4
Sabah,2022-01-01,male,20-24,overall,185.6
Sabah,2022-01-01,male,20-24,bumi_malay,19.7
Sabah,2022-01-01,male,20-24,bumi_other,96.9
Sabah,2022-01-01,male,20-24,chinese,9.6
Sabah,2022-01-01,male,20-24,indian,0.4
Sabah,2022-01-01,male,20-24,other_citizen,1.6
Sabah,2022-01-01,male,20-24,other_noncitizen,57.4
Sabah,2022-01-01,male,25-29,overall,189.8
Sabah,2022-01-01,male,25-29,bumi_malay,12.5
Sabah,2022-01-01,male,25-29,bumi_other,96.9
Sabah,2022-01-01,male,25-29,chinese,10.6
Sabah,2022-01-01,male,25-29,indian,0.4
Sabah,2022-01-01,male,25-29,other_citizen,1.7
Sabah,2022-01-01,male,25-29,other_noncitizen,67.8
Sabah,2022-01-01,male,30-34,overall,159.2
Sabah,2022-01-01,male,30-34,bumi_malay,15.6
Sabah,2022-01-01,male,30-34,bumi_other,86.6
Sabah,2022-01-01,male,30-34,chinese,10.5
Sabah,2022-01-01,male,30-34,indian,0.3
Sabah,2022-01-01,male,30-34,other_citizen,1.8
Sabah,2022-01-01,male,30-34,other_noncitizen,44.4
Sabah,2022-01-01,male,35-39,overall,145.5
Sabah,2022-01-01,male,35-39,bumi_malay,16.3
Sabah,2022-01-01,male,35-39,bumi_other,82.7
Sabah,2022-01-01,male,35-39,chinese,10.9
Sabah,2022-01-01,male,35-39,indian,0.2
Sabah,2022-01-01,male,35-39,other_citizen,1.8
Sabah,2022-01-01,male,35-39,other_noncitizen,33.5
Sabah,2022-01-01,male,40-44,overall,111.7
Sabah,2022-01-01,male,40-44,bumi_malay,11.9
Sabah,2022-01-01,male,40-44,bumi_other,65.7
Sabah,2022-01-01,male,40-44,chinese,9.6
Sabah,2022-01-01,male,40-44,indian,0.2
Sabah,2022-01-01,male,40-44,other_citizen,1.7
Sabah,2022-01-01,male,40-44,other_noncitizen,22.6
Sabah,2022-01-01,male,45-49,overall,81.9
Sabah,2022-01-01,male,45-49,bumi_malay,8.6
Sabah,2022-01-01,male,45-49,bumi_other,49.2
Sabah,2022-01-01,male,45-49,chinese,8.1
Sabah,2022-01-01,male,45-49,indian,0.2
Sabah,2022-01-01,male,45-49,other_citizen,1.2
Sabah,2022-01-01,male,45-49,other_noncitizen,14.7
Sabah,2022-01-01,male,50-54,overall,69.3
Sabah,2022-01-01,male,50-54,bumi_malay,7.2
Sabah,2022-01-01,male,50-54,bumi_other,44.2
Sabah,2022-01-01,male,50-54,chinese,7.4
Sabah,2022-01-01,male,50-54,indian,0.1
Sabah,2022-01-01,male,50-54,other_citizen,1.1
Sabah,2022-01-01,male,50-54,other_noncitizen,9.3
Sabah,2022-01-01,male,55-59,overall,56.7
Sabah,2022-01-01,male,55-59,bumi_malay,6.3
Sabah,2022-01-01,male,55-59,bumi_other,37.3
Sabah,2022-01-01,male,55-59,chinese,7.6
Sabah,2022-01-01,male,55-59,indian,0.1
Sabah,2022-01-01,male,55-59,other_citizen,0.9
Sabah,2022-01-01,male,55-59,other_noncitizen,4.6
Sabah,2022-01-01,male,60-64,overall,47.1
Sabah,2022-01-01,male,60-64,bumi_malay,4.4
Sabah,2022-01-01,male,60-64,bumi_other,31.7
Sabah,2022-01-01,male,60-64,chinese,7.2
Sabah,2022-01-01,male,60-64,indian,0.1
Sabah,2022-01-01,male,60-64,other_citizen,0.7
Sabah,2022-01-01,male,60-64,other_noncitizen,3.0
Sabah,2022-01-01,male,65-69,overall,46.3
Sabah,2022-01-01,male,65-69,bumi_malay,3.3
Sabah,2022-01-01,male,65-69,bumi_other,28.7
Sabah,2022-01-01,male,65-69,chinese,4.4
Sabah,2022-01-01,male,65-69,indian,0.1
Sabah,2022-01-01,male,65-69,other_citizen,0.6
Sabah,2022-01-01,male,65-69,other_noncitizen,9.2
Sabah,2022-01-01,male,70-74,overall,26.5
Sabah,2022-01-01,male,70-74,bumi_malay,1.8
Sabah,2022-01-01,male,70-74,bumi_other,17.3
Sabah,2022-01-01,male,70-74,chinese,2.2
Sabah,2022-01-01,male,70-74,indian,0.1
Sabah,2022-01-01,male,70-74,other_citizen,0.4
Sabah,2022-01-01,male,70-74,other_noncitizen,4.8
Sabah,2022-01-01,male,75-79,overall,14.6
Sabah,2022-01-01,male,75-79,bumi_malay,0.8
Sabah,2022-01-01,male,75-79,bumi_other,10.0
Sabah,2022-01-01,male,75-79,chinese,1.3
Sabah,2022-01-01,male,75-79,indian,0.0
Sabah,2022-01-01,male,75-79,other_citizen,0.2
Sabah,2022-01-01,male,75-79,other_noncitizen,2.4
Sabah,2022-01-01,male,80-84,overall,7.5
Sabah,2022-01-01,male,80-84,bumi_malay,0.2
Sabah,2022-01-01,male,80-84,bumi_other,5.7
Sabah,2022-01-01,male,80-84,chinese,0.5
Sabah,2022-01-01,male,80-84,indian,0.0
Sabah,2022-01-01,male,80-84,other_citizen,0.1
Sabah,2022-01-01,male,80-84,other_noncitizen,1.0
Sabah,2022-01-01,male,85+,overall,7.3
Sabah,2022-01-01,male,85+,bumi_malay,0.1
Sabah,2022-01-01,male,85+,bumi_other,5.3
Sabah,2022-01-01,male,85+,chinese,0.1
Sabah,2022-01-01,male,85+,indian,0.0
Sabah,2022-01-01,male,85+,other_citizen,0.1
Sabah,2022-01-01,male,85+,other_noncitizen,1.8
Sarawak,2022-01-01,both,overall,overall,2473.5
Sarawak,2022-01-01,both,overall,bumi_malay,591.0
Sarawak,2022-01-01,both,overall,bumi_other,1199.1
Sarawak,2022-01-01,both,overall,chinese,555.8
Sarawak,2022-01-01,both,overall,indian,5.0
Sarawak,2022-01-01,both,overall,other_citizen,6.5
Sarawak,2022-01-01,both,overall,other_noncitizen,116.2
Sarawak,2022-01-01,both,0-4,overall,152.0
Sarawak,2022-01-01,both,0-4,bumi_malay,46.6
Sarawak,2022-01-01,both,0-4,bumi_other,76.6
Sarawak,2022-01-01,both,0-4,chinese,25.0
Sarawak,2022-01-01,both,0-4,indian,0.2
Sarawak,2022-01-01,both,0-4,other_citizen,0.3
Sarawak,2022-01-01,both,0-4,other_noncitizen,3.1
Sarawak,2022-01-01,both,5-9,overall,172.1
Sarawak,2022-01-01,both,5-9,bumi_malay,47.5
Sarawak,2022-01-01,both,5-9,bumi_other,87.3
Sarawak,2022-01-01,both,5-9,chinese,33.0
Sarawak,2022-01-01,both,5-9,indian,0.3
Sarawak,2022-01-01,both,5-9,other_citizen,0.4
Sarawak,2022-01-01,both,5-9,other_noncitizen,3.8
Sarawak,2022-01-01,both,10-14,overall,197.2
Sarawak,2022-01-01,both,10-14,bumi_malay,52.6
Sarawak,2022-01-01,both,10-14,bumi_other,103.0
Sarawak,2022-01-01,both,10-14,chinese,38.9
Sarawak,2022-01-01,both,10-14,indian,0.3
Sarawak,2022-01-01,both,10-14,other_citizen,0.4
Sarawak,2022-01-01,both,10-14,other_noncitizen,2.1
Sarawak,2022-01-01,both,15-19,overall,211.1
Sarawak,2022-01-01,both,15-19,bumi_malay,54.5
Sarawak,2022-01-01,both,15-19,bumi_other,109.4
Sarawak,2022-01-01,both,15-19,chinese,44.0
Sarawak,2022-01-01,both,15-19,indian,0.3
Sarawak,2022-01-01,both,15-19,other_citizen,0.3
Sarawak,2022-01-01,both,15-19,other_noncitizen,2.6
Sarawak,2022-01-01,both,20-24,overall,212.3
Sarawak,2022-01-01,both,20-24,bumi_malay,58.4
Sarawak,2022-01-01,both,20-24,bumi_other,98.9
Sarawak,2022-01-01,both,20-24,chinese,42.1
Sarawak,2022-01-01,both,20-24,indian,0.6
Sarawak,2022-01-01,both,20-24,other_citizen,0.4
Sarawak,2022-01-01,both,20-24,other_noncitizen,11.8
Sarawak,2022-01-01,both,25-29,overall,219.3
Sarawak,2022-01-01,both,25-29,bumi_malay,53.5
Sarawak,2022-01-01,both,25-29,bumi_other,100.5
Sarawak,2022-01-01,both,25-29,chinese,40.8
Sarawak,2022-01-01,both,25-29,indian,0.7
Sarawak,2022-01-01,both,25-29,other_citizen,0.7
Sarawak,2022-01-01,both,25-29,other_noncitizen,23.1
Sarawak,2022-01-01,both,30-34,overall,216.2
Sarawak,2022-01-01,both,30-34,bumi_malay,50.2
Sarawak,2022-01-01,both,30-34,bumi_other,98.7
Sarawak,2022-01-01,both,30-34,chinese,42.4
Sarawak,2022-01-01,both,30-34,indian,0.6
Sarawak,2022-01-01,both,30-34,other_citizen,0.9
Sarawak,2022-01-01,both,30-34,other_noncitizen,23.5
Sarawak,2022-01-01,both,35-39,overall,192.7
Sarawak,2022-01-01,both,35-39,bumi_malay,44.1
Sarawak,2022-01-01,both,35-39,bumi_other,87.8
Sarawak,2022-01-01,both,35-39,chinese,40.1
Sarawak,2022-01-01,both,35-39,indian,0.4
Sarawak,2022-01-01,both,35-39,other_citizen,0.9
Sarawak,2022-01-01,both,35-39,other_noncitizen,19.4
Sarawak,2022-01-01,both,40-44,overall,171.2
Sarawak,2022-01-01,both,40-44,bumi_malay,37.2
Sarawak,2022-01-01,both,40-44,bumi_other,79.1
Sarawak,2022-01-01,both,40-44,chinese,39.8
Sarawak,2022-01-01,both,40-44,indian,0.3
Sarawak,2022-01-01,both,40-44,other_citizen,0.7
Sarawak,2022-01-01,both,40-44,other_noncitizen,14.0
Sarawak,2022-01-01,both,45-49,overall,150.8
Sarawak,2022-01-01,both,45-49,bumi_malay,32.1
Sarawak,2022-01-01,both,45-49,bumi_other,74.5
Sarawak,2022-01-01,both,45-49,chinese,35.8
Sarawak,2022-01-01,both,45-49,indian,0.3
Sarawak,2022-01-01,both,45-49,other_citizen,0.5
Sarawak,2022-01-01,both,45-49,other_noncitizen,7.6
Sarawak,2022-01-01,both,50-54,overall,142.6
Sarawak,2022-01-01,both,50-54,bumi_malay,30.3
Sarawak,2022-01-01,both,50-54,bumi_other,72.9
Sarawak,2022-01-01,both,50-54,chinese,36.1
Sarawak,2022-01-01,both,50-54,indian,0.2
Sarawak,2022-01-01,both,50-54,other_citizen,0.3
Sarawak,2022-01-01,both,50-54,other_noncitizen,2.7
Sarawak,2022-01-01,both,55-59,overall,127.1
Sarawak,2022-01-01,both,55-59,bumi_malay,26.2
Sarawak,2022-01-01,both,55-59,bumi_other,65.1
Sarawak,2022-01-01,both,55-59,chinese,34.3
Sarawak,2022-01-01,both,55-59,indian,0.2
Sarawak,2022-01-01,both,55-59,other_citizen,0.2
Sarawak,2022-01-01,both,55-59,other_noncitizen,1.1
Sarawak,2022-01-01,both,60-64,overall,110.4
Sarawak,2022-01-01,both,60-64,bumi_malay,22.0
Sarawak,2022-01-01,both,60-64,bumi_other,54.6
Sarawak,2022-01-01,both,60-64,chinese,32.7
Sarawak,2022-01-01,both,60-64,indian,0.3
Sarawak,2022-01-01,both,60-64,other_citizen,0.2
Sarawak,2022-01-01,both,60-64,other_noncitizen,0.5
Sarawak,2022-01-01,both,65-69,overall,81.5
Sarawak,2022-01-01,both,65-69,bumi_malay,15.4
Sarawak,2022-01-01,both,65-69,bumi_other,37.6
Sarawak,2022-01-01,both,65-69,chinese,27.9
Sarawak,2022-01-01,both,65-69,indian,0.2
Sarawak,2022-01-01,both,65-69,other_citizen,0.1
Sarawak,2022-01-01,both,65-69,other_noncitizen,0.4
Sarawak,2022-01-01,both,70-74,overall,56.3
Sarawak,2022-01-01,both,70-74,bumi_malay,10.0
Sarawak,2022-01-01,both,70-74,bumi_other,25.2
Sarawak,2022-01-01,both,70-74,chinese,20.7
Sarawak,2022-01-01,both,70-74,indian,0.1
Sarawak,2022-01-01,both,70-74,other_citizen,0.1
Sarawak,2022-01-01,both,70-74,other_noncitizen,0.2
Sarawak,2022-01-01,both,75-79,overall,32.2
Sarawak,2022-01-01,both,75-79,bumi_malay,5.8
Sarawak,2022-01-01,both,75-79,bumi_other,15.1
Sarawak,2022-01-01,both,75-79,chinese,11.0
Sarawak,2022-01-01,both,75-79,indian,0.1
Sarawak,2022-01-01,both,75-79,other_citizen,0.0
Sarawak,2022-01-01,both,75-79,other_noncitizen,0.1
Sarawak,2022-01-01,both,80-84,overall,18.4
Sarawak,2022-01-01,both,80-84,bumi_malay,3.1
Sarawak,2022-01-01,both,80-84,bumi_other,8.0
Sarawak,2022-01-01,both,80-84,chinese,7.2
Sarawak,2022-01-01,both,80-84,indian,0.0
Sarawak,2022-01-01,both,80-84,other_citizen,0.0
Sarawak,2022-01-01,both,80-84,other_noncitizen,0.1
Sarawak,2022-01-01,both,85+,overall,10.2
Sarawak,2022-01-01,both,85+,bumi_malay,1.4
Sarawak,2022-01-01,both,85+,bumi_other,4.7
Sarawak,2022-01-01,both,85+,chinese,4.0
Sarawak,2022-01-01,both,85+,indian,0.0
Sarawak,2022-01-01,both,85+,other_citizen,0.0
Sarawak,2022-01-01,both,85+,other_noncitizen,0.1
Sarawak,2022-01-01,female,overall,overall,1197.4
Sarawak,2022-01-01,female,overall,bumi_malay,290.2
Sarawak,2022-01-01,female,overall,bumi_other,594.4
Sarawak,2022-01-01,female,overall,chinese,270.5
Sarawak,2022-01-01,female,overall,indian,2.3
Sarawak,2022-01-01,female,overall,other_citizen,2.8
Sarawak,2022-01-01,female,overall,other_noncitizen,37.2
Sarawak,2022-01-01,female,0-4,overall,73.9
Sarawak,2022-01-01,female,0-4,bumi_malay,22.7
Sarawak,2022-01-01,female,0-4,bumi_other,37.2
Sarawak,2022-01-01,female,0-4,chinese,12.2
Sarawak,2022-01-01,female,0-4,indian,0.1
Sarawak,2022-01-01,female,0-4,other_citizen,0.2
Sarawak,2022-01-01,female,0-4,other_noncitizen,1.6
Sarawak,2022-01-01,female,5-9,overall,83.1
Sarawak,2022-01-01,female,5-9,bumi_malay,23.0
Sarawak,2022-01-01,female,5-9,bumi_other,42.3
Sarawak,2022-01-01,female,5-9,chinese,15.8
Sarawak,2022-01-01,female,5-9,indian,0.1
Sarawak,2022-01-01,female,5-9,other_citizen,0.2
Sarawak,2022-01-01,female,5-9,other_noncitizen,1.7
Sarawak,2022-01-01,female,10-14,overall,94.4
Sarawak,2022-01-01,female,10-14,bumi_malay,25.1
Sarawak,2022-01-01,female,10-14,bumi_other,49.7
Sarawak,2022-01-01,female,10-14,chinese,18.3
Sarawak,2022-01-01,female,10-14,indian,0.1
Sarawak,2022-01-01,female,10-14,other_citizen,0.2
